base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_ENTIDADES,1363312,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DIPOI/FNDE,,CONCLUÍDA,Reunião,,8.89,10.157,32.89,2024-07-12 14:42:10.607,2024-07-12 14:42:18.253,2024-07-12 14:48:34.353,2024-07-12 14:51:39.357,2024-07-12 15:08:26.250,,"SAAN QUADRA 1,",ASA SUL,BRASILIA,DF,"Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal","Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal",-15.76257,-47.93756,-15.80089,-47.88341,-15.80135,-47.88347,,,,VIRTUS,2024.0,2025.0,PRETA,SSK-**22,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363274,Ministério da Justiça e Segurança Pública,235881,DIRETA,SAA/SE/MJSP,,CONCLUÍDA,Serviço externo / técnico,,12.39,11.924,48.07,2024-07-12 14:25:39.257,2024-07-12 14:27:48.867,2024-07-12 14:37:20.850,2024-07-12 14:37:52.487,2024-07-12 14:56:44.110,,CICCN - CENTRO INTEGRADO DE COMANDO E CONTROLE NACIONAL,SETOR POLICIAL SUL,BRASILIA,DF,"Palacio da Justica - Ministerio da Justica e Seguranca Publica, Brasilia, Distrito Federal","Palacio da Justica - Ministerio da Justica e Seguranca Publica, Brasilia, Distrito Federal",-15.81449,-47.94658,-15.79669,-47.86591,-15.79679,-47.86587,,,,,2024.0,2024.0,,SSH-**27,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363267,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,15.04,13.79,56.25,2024-07-12 14:22:44.163,2024-07-12 14:22:51.903,2024-07-12 14:24:01.937,2024-07-12 14:25:47.317,2024-07-12 14:43:41.993,,BANCO CENTRAL DO BRASIL - BCB,ASA SUL,BRASÍLIA,DF,DAMASCO MATERIAL ELÉTRICO HIDRÁULICO E METAIS - SIA SUL - BRASÍLIA / DF,"SETOR SIA TRECHO 17 RUA 17, 1380, SIA, GUARA - DF, 71200-249, BRASIL",-15.80332,-47.8851,-15.79659,-47.96601,-15.79879,-47.9704,,,,CRONOS,2022.0,2022.0,PRATA,REU-**98,,,Sim,12,BRASÍLIA
TAXIGOV_DF_3,1363250,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,7.72,7.428,29.95,2024-07-12 14:10:22.800,2024-07-12 14:12:14.570,2024-07-12 14:20:43.240,2024-07-12 14:21:02.547,2024-07-12 14:34:32.430,,ADVOCACIA-GERAL DA UNIAO - SEDE III,ZONA INDUSTRIAL,BRASILIA,DF,"STJ - Portaria Adm (golf 3), Brasilia, DF","STJ - Portaria Adm (golf 3), Brasilia, DF",-15.79215,-47.9124,-15.80699,-47.8668,-15.80692,-47.86677,,,,,2021.0,2022.0,,REQ-**58,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363242,Ministério do Meio Ambiente,1927,DIRETA,CGTI/SPOA/MMA,,CONCLUÍDA,Reunião,,11.0,11.244,42.68,2024-07-12 14:06:46.497,2024-07-12 14:08:00.157,2024-07-12 14:10:06.190,2024-07-12 14:11:05.233,2024-07-12 14:25:59.127,,"ESPLANADA DOS MINISTERIOS, BL. B",ASA SUL,BRASILIA,DF,"Feira dos Importados, Brasilia, DF","SIA, QDAE, SIA, GUARA - DF, BRASIL",-15.7989,-47.87262,-15.79672,-47.95084,-15.7967,-47.94928,,,,,2021.0,2021.0,,REK-**22,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363236,Ministério de Minas e Energia,2852,DIRETA,SPE/MME,,CONCLUÍDA,Reunião,,10.32,10.075,40.04,2024-07-12 14:04:13.593,2024-07-12 14:04:25.790,2024-07-12 14:07:48.900,2024-07-12 14:09:32.917,2024-07-12 14:22:41.817,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio de Minas e Energia - Bloco U, Brasilia, DF","Ministerio de Minas e Energia - Bloco U, Brasilia, DF",-15.83033,-47.93057,-15.79648,-47.86802,-15.79668,-47.86791,,,,,,,,REU-**33,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363216,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,9.93,9.819,38.53,2024-07-12 13:52:36.940,2024-07-12 13:52:49.330,2024-07-12 14:00:16.697,2024-07-12 14:00:46.597,2024-07-12 14:13:22.020,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.83033,-47.93057,-15.80055,-47.86855,-15.8003,-47.8682,,,,,2023.0,2023.0,,SGS-**24,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363204,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,GABIN/FNDE,,CONCLUÍDA,Reunião,,8.39,8.361,31.04,2024-07-12 13:47:10.467,2024-07-12 13:49:06.467,2024-07-12 13:53:20.467,2024-07-12 13:55:02.657,2024-07-12 14:11:07.020,,"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO, SBS, 12",ASA SUL,BRASILIA,DF,"Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal","Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal",-15.80089,-47.88341,-15.78685,-47.829,-15.78774,-47.82922,,,,SIENA,2018.0,2019.0,BRANCA,PBK-**34,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363179,Ministério da Saúde,304,DIRETA,GAB/SESAI,,CONCLUÍDA,Reunião,,10.07,8.033,39.07,2024-07-12 13:37:01.023,2024-07-12 13:37:15.247,2024-07-12 13:42:25.060,2024-07-12 13:45:00.210,2024-07-12 14:01:57.407,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF","PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF",-15.83033,-47.93057,-15.78354,-47.8903,-15.78409,-47.89077,,,,,,,,PBN-**16,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363157,Presidência da República,26,DIRETA,SE/SG/PR,,CONCLUÍDA,Reunião,,11.18,11.322,43.38,2024-07-12 13:17:47.227,2024-07-12 13:18:46.170,2024-07-12 13:31:20.227,2024-07-12 13:31:26.677,2024-07-12 13:50:18.503,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Palacio do Planalto - Anexo I, Praca dos Tres Poderes, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Palacio do Planalto - Anexo I, Praca dos Tres Poderes, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.83033,-47.93057,-15.79955,-47.85965,-15.79981,-47.85934,,,,,2023.0,2023.0,,SGR-**14,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363143,Ministério da Saúde,304,DIRETA,GAB/SVS,,CONCLUÍDA,Reunião,,5.51,5.112,21.38,2024-07-12 13:07:18.173,2024-07-12 13:07:54.247,2024-07-12 13:12:55.330,2024-07-12 13:13:43.527,2024-07-12 13:23:23.610,,"PO 700, SRTVN",ASA NORTE,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.78456,-47.88949,-15.79905,-47.86077,-15.79926,-47.86178,,,,,2021.0,2022.0,,RES-**48,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363118,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,23.42,23.18,86.65,2024-07-12 12:45:58.353,2024-07-12 12:46:08.250,2024-07-12 12:50:50.060,2024-07-12 12:52:27.707,2024-07-12 13:19:55.300,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"UBS 1 do Paranoa, Q 21 Conjunto M, 15, Brasilia, Distrito Federal","UBS 1 do Paranoa, Q 21 Conjunto M, 15, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.76921,-47.77993,-15.76969,-47.77985,,,,VIRTUS ,2023.0,2023.0,PRATA,SGU-**46,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363080,Fundação Universidade de Brasília,470,INDIRETA,FT/UNB,,CONCLUÍDA,Reunião,,15.75,14.758,57.96,2024-07-12 12:22:17.983,2024-07-12 12:22:25.230,2024-07-12 12:23:35.973,2024-07-12 12:58:27.090,2024-07-12 13:20:28.110,,"SIA QUADRA 4C, SIA PARAFUSOS E FERRAMENTAS",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"UNB DARCY RIBEIRO, - ASA NORTE","UNB DARCY RIBEIRO, - ASA NORTE",-15.80447,-47.95002,-15.76562,-47.87206,-15.76636,-47.87138,,,,SIENA,2018.0,2018.0,BRANCA,PBJ-**25,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363077,Ministério da Educação,244,DIRETA,AGTA/MEC,,CONCLUÍDA,Reunião,,9.09,9.829,35.27,2024-07-12 12:20:25.610,2024-07-12 12:20:42.100,2024-07-12 12:26:07.230,2024-07-12 12:26:50.037,2024-07-12 12:41:03.757,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Educacao, Brasilia, Distrito Federal","Ministerio da Educacao, Brasilia, Distrito Federal",-15.83033,-47.93057,-15.79501,-47.87305,-15.79509,-47.87291,,,,,2024.0,2024.0,,SSI-**99,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363069,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.11,10.055,39.23,2024-07-12 12:16:34.190,2024-07-12 12:16:44.937,2024-07-12 12:22:47.290,2024-07-12 12:22:47.950,2024-07-12 12:40:09.087,,"SAAN QUADRA 1, 135",ZONA INDUSTRIAL,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF",-15.76826,-47.93901,-15.80123,-47.86757,-15.80132,-47.86788,,,,,2022.0,2023.0,,SGQ-**06,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363065,Ministério de Minas e Energia,2852,DIRETA,SPE/MME,,CONCLUÍDA,Reunião,,10.19,10.203,39.54,2024-07-12 12:12:50.833,2024-07-12 12:14:08.447,2024-07-12 12:22:40.063,2024-07-12 12:23:35.923,2024-07-12 12:39:35.917,,EM BLOCO U,ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.79693,-47.86814,-15.83033,-47.93057,-15.83026,-47.93135,,,,,2021.0,2022.0,,RES-**04,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363062,Ministério da Saúde,304,DIRETA,CGFNS,,CONCLUÍDA,Reunião,,16.45,8.925,63.83,2024-07-12 12:11:01.243,2024-07-12 12:11:15.940,2024-07-12 12:16:30.963,2024-07-12 12:17:13.263,2024-07-12 12:45:50.683,,EDITORA MINISTERIO DA SAUDE,ZONA INDUSTRIAL GUARA,BRASILIA,DF,"PO 700, Via W 5 Norte, Asa Norte, Brasilia, DF","PRACA DO BURITI, EIXO MONUMENTAL, BRASILIA - DF, 70610-600, BRASIL",-15.80181,-47.95617,-15.78364,-47.89034,-15.78512,-47.91228,,,,,2018.0,2018.0,,SGT-**90,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363061,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,DIPLAN/ICMBIO,,CONCLUÍDA,Reunião,,8.74,8.835,31.03,2024-07-12 12:10:22.067,2024-07-12 12:11:04.357,2024-07-12 12:12:40.890,2024-07-12 12:15:28.793,2024-07-12 12:36:20.267,,"ESPLANADA DOS MINISTERIOS, BL. B",ASA SUL,BRASILIA,DF,"Instituto Chico Mendes de Conservacao da Biodiversidade, Brasilia, DF","EPIG, SUDOESTE/OCTOGONAL, CRUZEIRO - DF, 70670-400, BRASIL",-15.7989,-47.87262,-15.80329,-47.92629,-15.80429,-47.92527,,,,COROLLA,2023.0,2023.0, PRETA,SGW-**96,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363053,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,19.96,13.131,74.65,2024-07-12 12:05:48.143,2024-07-12 12:05:58.230,2024-07-12 12:06:08.450,2024-07-12 13:10:26.363,2024-07-12 13:54:19.743,,"SIA, ELETROSIA MATERIAL ELÉTRICO",SIA,BRASILIA,DF,"BANCO CENTRAL, - PA 3","CLS 201, QD 3 BL A, ASA SUL, BRASILIA - DF, 70232-550, BRASIL",-15.7897,-47.96733,-15.80147,-47.88527,-15.80336,-47.88491,,,,COROLLA,2024.0,2024.0,PRETA,SSH-**13,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363041,Ministério do Meio Ambiente,1927,DIRETA,CGGA/SPOA/MMA,,CONCLUÍDA,Reunião,,6.97,6.999,27.04,2024-07-12 11:58:35.560,2024-07-12 11:58:58.433,2024-07-12 12:05:19.263,2024-07-12 12:06:51.837,2024-07-12 12:16:45.667,,Q 8 BL 1 7,SETOR SUDOESTE,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF","Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF",-15.78666,-47.92444,-15.79859,-47.87243,-15.79872,-47.87221,,,,,2023.0,2024.0,,SSF-**09,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363032,Fundação Universidade de Brasília,470,INDIRETA,FT/UNB,,CONCLUÍDA,Reunião,,15.92,14.864,58.59,2024-07-12 11:51:02.987,2024-07-12 11:51:55.393,2024-07-12 11:58:27.533,2024-07-12 11:58:43.373,2024-07-12 12:19:47.573,,"EDIFICIO SG9, UNB, BRASILIA, DF",,BRASILIA,DF,"SIA PARAFUSOS E FERRAMENTAS, SIA Quadra 4C, Zona Industrial, Brasilia, DF","SIA PARAFUSOS E FERRAMENTAS, SIA Quadra 4C, Zona Industrial, Brasilia, DF",-15.76644,-47.87149,-15.80427,-47.94989,-15.80424,-47.95005,,,,SIENA,2018.0,2018.0,BRANCA,PBJ-**25,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363028,Ministério da Saúde,304,DIRETA,DAPSI,,CONCLUÍDA,Reunião,,9.46,7.998,36.7,2024-07-12 11:48:03.630,2024-07-12 11:48:43.240,2024-07-12 11:54:38.280,2024-07-12 11:56:15.750,2024-07-12 12:11:29.833,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.83033,-47.93057,-15.78407,-47.89045,-15.78402,-47.89044,,,,,2019.0,2020.0,,PBV-**23,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363015,Empresa Brasileira de Serviços Hospitalares,117267,INDIRETA,SPC/EBSERH,,CONCLUÍDA,Reunião,,5.65,5.249,19.72,2024-07-12 11:41:31.843,2024-07-12 11:41:39.690,2024-07-12 11:41:53.950,2024-07-12 11:45:31.287,2024-07-12 11:53:04.750,,"HUB HOSPITAL UNIVERSITARIO DE BRASILIA - PEDIATRIA, S/N",ASA NORTE,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF",-15.77182,-47.87393,-15.7951,-47.89345,-15.79509,-47.89378,,,,ONIX,2022.0,2023.0,PRATA,SGN-**40,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362991,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,12.34,11.075,46.15,2024-07-12 11:24:41.157,2024-07-12 11:25:34.660,2024-07-12 11:27:59.010,2024-07-12 11:28:31.253,2024-07-12 12:04:39.540,,BANCO CENTRAL DO BRASIL - BCB,ASA SUL,BRASÍLIA,DF,ELETROSIA MATERIAL ELÉTRICO - BRASÍLIA / DF,"SIA, QD5C LT9, SIA, GUARA - DF, 71200-055, BRASIL",-15.80332,-47.8851,-15.80566,-47.94891,-15.80469,-47.94949,,,,COROLLA,2024.0,2024.0,PRETA,SSH-**13,,,Sim,12,BRASÍLIA
TAXIGOV_DF_3,1362985,Ministério da Saúde,304,DIRETA,SECNS/CNS/MS,,CONCLUÍDA,Reunião,,5.04,4.339,19.56,2024-07-12 11:21:46.087,2024-07-12 11:22:12.950,2024-07-12 11:24:42.750,2024-07-12 11:25:54.293,2024-07-12 11:33:54.703,,"PO 700, VIA W 5 NORTE",ASA NORTE,BRASILIA,DF,"Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, Distrito Federal","Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, Distrito Federal",-15.78364,-47.89034,-15.80181,-47.86856,-15.8015,-47.86928,,,,,2022.0,2023.0,,SGP-**78,,,Não,12,BRASILIA
TAXIGOV_DF_3,1362975,Ministério da Defesa,41066,DIRETA,SEORI/MD,,CONCLUÍDA,Reunião,,23.86,23.39,92.58,2024-07-12 11:19:37.060,2024-07-12 11:19:58.640,2024-07-12 11:30:19.117,2024-07-12 11:33:16.440,2024-07-12 11:59:25.770,,"FORTE MARECHAL RONDON, RODOVIA DF 001, KM 5",LAGO NORTE,BRASILIA,DF,"Ministerio da Defesa, Esplanada dos Ministerios, Bl. Q, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Defesa, Esplanada dos Ministerios, Bl. Q, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.70895,-47.81431,-15.79641,-47.86894,-15.79638,-47.86871,,,,,2024.0,2025.0,,SSL-**34,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1362973,Ministério da Saúde,304,DIRETA,CGENG/SAA/SE/MS,,CONCLUÍDA,Reunião,,13.61,12.171,52.81,2024-07-12 11:17:29.347,2024-07-12 11:17:35.283,2024-07-12 11:17:46.783,2024-07-12 11:31:11.507,2024-07-12 11:51:24.813,,"SIA EDITORA MINISTÉRIO DA SAÚDE,",SETOR INDUSTRIAL,BRASILIA,DF,"ANEXO MINISTERIO DA SAÚDE, - PA 1","ANEXO MINISTERIO DA SAÚDE, - PA 1",-15.80222,-47.95607,-15.80167,-47.86859,-15.80158,-47.86925,,,,,,,,REL-**24,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362963,Departamento Nacional de Infraestrutura de Transportes,54844,INDIRETA,DNIT/MINFRA,,CONCLUÍDA,Transporte de documentos / materiais,,7.71,6.722,28.68,2024-07-12 11:14:04.167,2024-07-12 11:14:11.030,2024-07-12 11:14:17.800,2024-07-12 11:14:46.877,2024-07-12 11:26:07.560,,"SCES ANTT,",SCES,BRASILIA,DF,"DNIT, - ASA NORTE","DNIT, - ASA NORTE",-15.80943,-47.84519,-15.7898,-47.87496,-15.78932,-47.8751,,,,SIENA,2021.0,2021.0,BRANCA,RDJ-**50,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362944,Banco Central do Brasil,89,INDIRETA,DEMAP/DIDOC,,CONCLUÍDA,Reunião,,5.25,5.321,19.64,2024-07-12 10:59:55.797,2024-07-12 11:00:25.143,2024-07-12 11:07:04.863,2024-07-12 11:10:23.723,2024-07-12 11:19:44.470,,"QUADRA SIG QUADRA 8, 2025",ZONA INDUSTRIAL,BRASÍLIA,DF,0 - SET MEDICO HOSP - BRASÍLIA / DF,0 - SET MEDICO HOSP - BRASÍLIA / DF,-15.79623,-47.91352,-15.80322,-47.88516,-15.80343,-47.88497,,,,VIRTUS,2023.0,2024.0,PRETA,SSG-**49,,,Não,12,BRASÍLIA
TAXIGOV_DF_ENTIDADES,1362943,Fundação Cultural Palmares,1782,INDIRETA,DAP/CGI/FCP,,CONCLUÍDA,Reunião,,5.49,3.828,17.4,2024-07-12 10:59:36.930,2024-07-12 10:59:49.260,2024-07-12 11:03:54.040,2024-07-12 11:04:12.060,2024-07-12 11:17:11.653,,SHCGN 702/703 BLOCO C,ASA NORTE,BRASILIA,DF,"Junta Comercial, Industrial e de Servicos do Distrito Federal, Asa Sul, Brasilia, DF","Junta Comercial, Industrial e de Servicos do Distrito Federal, Asa Sul, Brasilia, DF",-15.7812,-47.88843,-15.80168,-47.87925,-15.80183,-47.87942,,,,SIENA,2021.0,2021.0,BRANCA,REN-**75,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362930,Conselho Administrativo de Defesa Econômica,322,INDIRETA,CGP/CADE,,CONCLUÍDA,Reunião,,5.72,5.243,21.16,2024-07-12 10:55:00.357,2024-07-12 10:55:07.933,2024-07-12 10:55:22.580,2024-07-12 11:02:16.993,2024-07-12 11:13:55.857,,"BRASILIA SHOPPING,",PA 14,BRASILIA,DF,"515 NORTE CADE, - ASA NORTE","515 NORTE CADE, - ASA NORTE",-15.78649,-47.88884,-15.74194,-47.89732,-15.74256,-47.8972,,,,YARES,2022.0,2023.0,BRANCA,SGP-**69,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362929,Departamento Nacional de Infraestrutura de Transportes,54844,INDIRETA,DNIT/MINFRA,,CONCLUÍDA,Reunião,,11.41,11.405,42.45,2024-07-12 10:54:31.053,2024-07-12 10:54:39.163,2024-07-12 10:54:48.407,2024-07-12 10:55:25.033,2024-07-12 11:12:37.727,,"DETRAN SEDE,",PA 32,BRASILIA,DF,"SCES ANTT, - SCES","SCES ANTT, - SCES",-15.78014,-47.90891,-15.80943,-47.84519,-15.80968,-47.84524,,,,SIENA,2021.0,2021.0,BRANCA,RDJ-**50,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1362919,Ministério da Educação,244,DIRETA,CETREMEC,,CONCLUÍDA,Reunião,,10.51,10.54,40.78,2024-07-12 10:51:09.113,2024-07-12 10:52:43.367,2024-07-12 10:55:55.453,2024-07-12 10:58:45.397,2024-07-12 11:11:27.803,,SGAS,ASA SUL,BRASILIA,DF,"Neoenergia Brasilia - Lago Sul, Brasilia, DF","Neoenergia Brasilia - Lago Sul, Brasilia, DF",-15.81501,-47.88775,-15.84561,-47.85402,-15.84549,-47.85422,,,,,2017.0,2017.0,,PAQ-**53,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1362894,Ministério da Saúde,304,DIRETA,CGENG/SAA/SE/MS,,CONCLUÍDA,Reunião,,13.48,12.89,52.3,2024-07-12 10:40:45.823,2024-07-12 10:40:54.310,2024-07-12 10:44:16.400,2024-07-12 10:44:57.480,2024-07-12 11:17:01.923,,EIXO MONUMENTAL,G,BRASILIA,DF,"Editora - Ministerio da Saude, Brasilia, DF","Editora - Ministerio da Saude, Brasilia, DF",-15.80181,-47.86856,-15.80182,-47.95618,-15.80174,-47.95661,5.0,,,,,,,REL-**24,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362882,Superintendência do Desenvolvimento do Centro-Oeste,100113,INDIRETA,COORGAB,,CONCLUÍDA,Reunião,,12.31,12.691,45.55,2024-07-12 10:37:21.053,2024-07-12 10:37:32.940,2024-07-12 10:44:30.370,2024-07-12 10:45:00.390,2024-07-12 11:04:17.740,,"SEBRAE, SIA TRECHO 3, 1580",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"Superintendencia do Desenvolvimento do Centro-Oeste, Asa Norte, Brasilia, Distrito Federal","Superintendencia do Desenvolvimento do Centro-Oeste, Asa Norte, Brasilia, Distrito Federal",-15.80241,-47.96582,-15.79119,-47.87828,-15.79125,-47.87852,,,,VIRTUS,2019.0,2020.0,PRETA,EZA-**21,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1362874,Presidência da República,26,DIRETA,DGES/GSI/PR,,CONCLUÍDA,Transporte de documentos / materiais,,10.04,10.204,38.96,2024-07-12 10:35:23.700,2024-07-12 10:35:30.820,2024-07-12 10:35:39.000,2024-07-12 10:41:49.127,2024-07-12 11:03:03.293,,"SMU HMAB,",SMU,BRASILIA,DF,"ANEXO PALACIO PLANALTO, - PA 1","ANEXO PALACIO PLANALTO, - PA 1",-15.77242,-47.93008,-15.79924,-47.85909,-15.80004,-47.85893,,,,,2022.0,2022.0,,SGN-**25,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1362856,Ministério da Saúde,304,DIRETA,CGFNS,,CONCLUÍDA,Reunião,,10.32,10.508,40.04,2024-07-12 10:30:22.453,2024-07-12 10:31:00.947,2024-07-12 10:32:51.383,2024-07-12 10:34:43.283,2024-07-12 10:48:42.783,,VIA W 5 NORTE,ASA NORTE,BRASILIA,DF,"Editora Ministerio da Saude, Brasilia, DF","Editora Ministerio da Saude, Brasilia, DF",-15.78364,-47.89034,-15.80181,-47.95617,-15.80143,-47.95658,,,,,,,,SGT-**78,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362846,Departamento Nacional de Infraestrutura de Transportes,54844,INDIRETA,DNIT/MINFRA,,CONCLUÍDA,Reunião,,5.61,5.084,20.87,2024-07-12 10:26:23.143,2024-07-12 10:38:08.563,2024-07-12 10:39:43.193,2024-07-12 10:42:43.010,2024-07-12 10:52:15.643,,DNIT - DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,ASA NORTE,BRASILIA,DF,"Departamento de Transito do Distrito Federal, Asa Norte, Brasilia, DF","Departamento de Transito do Distrito Federal, Asa Norte, Brasilia, DF",-15.78999,-47.87497,-15.78021,-47.90893,-15.78059,-47.9087,,,,SIENA,2021.0,2021.0,BRANCA,RDJ-**50,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1362845,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,PFE/ICMBIO,,CONCLUÍDA,Reunião,,5.03,0.168,17.86,2024-07-12 10:26:22.557,2024-07-12 10:26:39.027,2024-07-12 10:28:57.863,2024-07-12 10:30:02.757,2024-07-12 10:41:03.433,,EQSW 103/104,CRUZEIRO,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF","EQSW 103 104, QD 103, SUDOESTE/OCTOGONAL, CRUZEIRO - DF, 70670-400, BRASIL",-15.80427,-47.92573,-15.79859,-47.87243,-15.80318,-47.92629,,,,SPIN,2023.0,2024.0,BRANCA,SGX-**80,,,Não,12,BRASILIA
