base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info
TAXIGOV_DF_3,1360171,Ministério das Comunicações,264359,DIRETA,CGCE/MCOM,,CANCELADA,Reunião,,,,,2024-07-10 13:29:06.687,2024-07-10 13:31:10.240,,2024-07-10 13:31:10.240,2024-07-10 13:31:12.800,2024-07-10 13:31:12.800,"MINISTERIO DAS COMUNICACOES, ESPLANADA DOS MINISTERIOS, BL. R",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal",,-15.79672,-47.86725,-15.78685,-47.829,,,,,,,2021,2021,,REN-**75,,
TAXIGOV_DF_3,1360162,Ministério da Saúde,304,DIRETA,ASPAR/GM/MS,,CONCLUÍDA,Reunião,,4.31,3.315,16.72,2024-07-10 13:26:42.387,2024-07-10 13:32:21.447,2024-07-10 13:36:28.813,2024-07-10 13:36:50.457,2024-07-10 13:48:23.060,,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Esplanada Brasilia Hotel e Eventos, Asa Sul, Brasilia, Distrito Federal","Esplanada Brasilia Hotel e Eventos, Asa Sul, Brasilia, Distrito Federal",-15.80055,-47.86855,-15.79465,-47.88951,-15.79469,-47.88963,,,,,2021,2022,,RET-**80,,
TAXIGOV_DF_3,1360161,Ministério do Turismo,72084,DIRETA,CAMP/SPOA/SE,,CANCELADA,Reunião,,,,7.76,2024-07-10 13:24:25.167,2024-07-10 13:29:50.240,,2024-07-10 13:24:25.167,2024-07-10 13:29:50.240,2024-07-10 13:29:50.240,EM BLOCO U,ASA NORTE,BRASILIA,DF,"Condominio Edificio Palacio do Radio II, Asa Sul, Brasilia, DF",,-15.79671,-47.86787,-15.79824,-47.8931,,,,,,,,,,,,
TAXIGOV_DF_3,1360160,Ministério da Educação,244,DIRETA,SECADI,,CONCLUÍDA,Reunião,,2.83,1.084,10.98,2024-07-10 13:23:59.280,2024-07-10 13:24:08.780,2024-07-10 13:29:18.780,2024-07-10 13:30:14.920,2024-07-10 13:30:50.663,,"RUA SAUN,",BRASILIA,BRASILIA,DF,"Senado Federal, Praca dos Tres Poderes, s/n, Brasilia, Distrito Federal","VIA N. DOIS LESTE, ASA NORTE, BRASILIA - DF, BRASIL",-15.79034,-47.87405,-15.79929,-47.86407,-15.79401,-47.87261,,,,,2021,2021,,REN-**75,,
TAXIGOV_DF_3,1360158,Ministério da Saúde,304,DIRETA,GAB/SGTES,,CONCLUÍDA,Reunião,,4.18,4.17,16.22,2024-07-10 13:23:25.823,2024-07-10 13:23:36.267,2024-07-10 13:26:56.533,2024-07-10 13:27:43.447,2024-07-10 13:35:41.557,,VIA W 5 NORTE,ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78364,-47.89034,-15.80024,-47.86838,-15.80029,-47.86816,,,,,2022,2023,,SGR-**08,,
TAXIGOV_DF_3,1360155,Ministério da Saúde,304,DIRETA,CGSAT/DSASTE/SVS/MS,,CONCLUÍDA,Reunião,,3.7,4.152,14.36,2024-07-10 13:22:24.120,2024-07-10 13:23:02.167,2024-07-10 13:30:36.973,2024-07-10 13:32:00.290,2024-07-10 13:42:10.490,,SRTVN,ASA NORTE,BRASILIA,DF,"Organizacao Mundial da Saude, SEN, Asa Norte, Brasilia, DF","Organizacao Mundial da Saude, SEN, Asa Norte, Brasilia, DF",-15.78456,-47.88949,-15.78274,-47.86835,-15.78319,-47.86832,,,,,2023,2023,,SGV-**39,,
TAXIGOV_DF_3,1360153,Ministério do Turismo,72084,DIRETA,CGRL/MTur,,CANCELADA,Reunião,,,,7.76,2024-07-10 13:21:40.780,2024-07-10 13:27:24.053,2024-07-10 13:29:04.650,2024-07-10 13:27:24.053,2024-07-10 13:33:10.860,2024-07-10 13:33:10.860,MINISTERIO DE MINAS E ENERGIA - BLOCO U,,BRASILIA,DF,- ASA SUL - BRASILIA,,-15.79648,-47.86802,-15.79824,-47.8931,,,,,,,2018,2019,,PBK-**34,,
TAXIGOV_DF_3,1360151,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,6.64,4.7,25.76,2024-07-10 13:21:20.203,2024-07-10 13:22:58.350,2024-07-10 13:26:18.907,2024-07-10 13:27:56.513,2024-07-10 13:40:49.953,,BANCO DO BRASIL - ITAMARATY - AGENCIA 1503,,BRASILIA,DF,"SQN 106 Bl. E, Asa Norte, Brasilia, Distrito Federal","SQN 304, ASA NORTE, BRASILIA - DF, 70736-010, BRASIL",-15.80101,-47.86792,-15.77024,-47.88358,-15.77666,-47.88478,,,,,2024,2024,,SSH-**60,,
TAXIGOV_DF_3,1360150,Ministério da Saúde,304,DIRETA,GAB/SAPS,,CONCLUÍDA,Reunião,,5.04,5.305,19.56,2024-07-10 13:21:12.987,2024-07-10 13:26:48.500,2024-07-10 13:26:54.160,2024-07-10 13:29:01.697,2024-07-10 13:36:24.580,,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal",-15.80055,-47.86855,-15.80607,-47.84357,-15.80608,-47.84302,,,,,2017,2017,,PAQ-**13,,
TAXIGOV_DF_3,1360146,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CANCELADA,Reunião,,,,,2024-07-10 13:19:18.977,2024-07-10 13:21:07.003,,2024-07-10 13:21:07.003,2024-07-10 13:21:10.177,2024-07-10 13:21:10.177,BANCO DO BRASIL - ITAMARATY - AGENCIA 1503,,BRASILIA,DF,"SQN 106 Bl. E, Asa Norte, Brasilia, Distrito Federal",,-15.80101,-47.86792,-15.77024,-47.88358,,,,,,,2024,2025,,SSL-**49,,
TAXIGOV_DF_3,1360128,Presidência da República,26,DIRETA,SNJ/SG/PR,,CONCLUÍDA,Reunião,,13.84,11.319,53.7,2024-07-10 13:13:49.150,2024-07-10 13:16:07.813,2024-07-10 13:20:32.187,2024-07-10 13:21:19.677,2024-07-10 13:34:37.913,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Anexo I (Palacio do Planalto   Presidencia da Republica), Praca dos Tres Poderes, Brasilia, Distrito Federal","Anexo I (Palacio do Planalto   Presidencia da Republica), Praca dos Tres Poderes, Brasilia, Distrito Federal",-15.83033,-47.93057,-15.79955,-47.85925,-15.79978,-47.8593,,,,,2024,2024,,SSH-**13,,
TAXIGOV_DF_3,1360123,Ministério das Comunicações,264359,DIRETA,CGCE/MCOM,,CANCELADA,Reunião,,,,7.76,2024-07-10 13:12:33.130,2024-07-10 13:23:02.660,,2024-07-10 13:12:33.130,2024-07-10 13:23:02.660,2024-07-10 13:23:02.660,"MINISTERIO DAS COMUNICACOES, ESPLANADA DOS MINISTERIOS, BL. R",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal",,-15.79672,-47.86725,-15.78685,-47.829,,,,,,,,,,,,
TAXIGOV_DF_3,1360119,Ministério da Educação,244,DIRETA,GPIS/DAF/SETEC,,CANCELADA,Reunião,,,,,2024-07-10 13:11:52.923,2024-07-10 13:12:41.583,,2024-07-10 13:12:41.583,2024-07-10 13:16:15.737,2024-07-10 13:16:15.737,CONIF,ASA SUL,BRASILIA,DF,"Em Bloco L, Brasilia, Brasilia, DF",,-15.79685,-47.8865,-15.79487,-47.87299,,,,,,,2023,2024,,SSF-**67,,
TAXIGOV_DF_3,1360113,Presidência da República,26,DIRETA,CONJUR/SECOM/PR,,CONCLUÍDA,Reunião,,3.08,2.324,11.95,2024-07-10 13:07:40.517,2024-07-10 13:08:03.437,2024-07-10 13:12:18.450,2024-07-10 13:12:53.687,2024-07-10 13:22:44.230,,PRACA DOS TRES PODERES,,BRASILIA,DF,"Ministerio dos Transportes - Anexo A e B, Eixo Monumental, Brasilia, DF","VIA S. DOIS OESTE, ASA SUL, BRASILIA - DF, BRASIL",-15.79955,-47.85925,-15.79543,-47.86689,-15.80204,-47.86575,,,,,2024,2024,,SSH-**60,,
TAXIGOV_DF_3,1360110,Ministério da Saúde,304,DIRETA,DESF/SAPS/MS,,CANCELADA,Reunião,,,,,2024-07-10 13:06:39.987,2024-07-10 13:11:01.077,,2024-07-10 13:11:01.077,2024-07-10 13:11:01.843,2024-07-10 13:11:01.843,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, DF",,-15.77097,-47.87113,-15.80181,-47.86856,,,,,,,2019,2020,,QXG-**52,,
TAXIGOV_DF_3,1360102,Ministério da Saúde,304,DIRETA,DECOOP,,CONCLUÍDA,Reunião,,11.75,10.666,45.59,2024-07-10 13:04:37.630,2024-07-10 13:04:47.377,2024-07-10 13:07:20.007,2024-07-10 13:10:09.293,2024-07-10 13:25:27.740,,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal",-15.80055,-47.86855,-15.83033,-47.93057,-15.83025,-47.93133,,,,,2023,2023,,SGT-**00,,
TAXIGOV_DF_3,1360088,Ministério da Saúde,304,DIRETA,GAB/SECTICS,,CANCELADA,Reunião,,,,7.76,2024-07-10 12:57:05.243,2024-07-10 13:02:39.580,,2024-07-10 12:57:05.243,2024-07-10 13:02:39.580,2024-07-10 13:02:39.580,"SEN, LT. 19",ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF",,-15.78239,-47.86783,-15.80024,-47.86838,,,,,,,,,,,,
TAXIGOV_DF_ENTIDADES,1360073,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,32.32,32.207,119.58,2024-07-10 12:49:14.230,2024-07-10 12:49:20.560,2024-07-10 12:49:41.167,2024-07-10 12:55:07.947,2024-07-10 13:27:00.333,,"QR 308 CONJUNTO 11, CASA 11",SAMAMBAIA SUL SAMAMBAIA,BRASILIA,DF,"HOSPITAL HUB, - PA 15","HOSPITAL HUB, - PA 15",-15.8773,-48.07482,-15.77154,-47.87384,-15.77175,-47.87294,,,,COROLLA,2024,2024,PRATA,SSH-**37,,
TAXIGOV_DF_3,1360069,Ministério da Saúde,304,DIRETA,DAPSI,,CONCLUÍDA,Reunião,,7.11,5.121,27.59,2024-07-10 12:47:12.783,2024-07-10 12:49:43.133,2024-07-10 12:54:59.717,2024-07-10 12:55:24.150,2024-07-10 13:07:30.760,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"PO 700, SRTVN, Asa Norte, Brasilia, Distrito Federal","PO 700, SRTVN, Asa Norte, Brasilia, Distrito Federal",-15.77097,-47.87113,-15.78456,-47.88949,-15.78413,-47.89047,,,,,2021,2021,,REN-**75,,
TAXIGOV_DF_3,1360068,Ministério da Saúde,304,DIRETA,DGCI,,CONCLUÍDA,Reunião,,5.97,5.123,23.16,2024-07-10 12:47:04.780,2024-07-10 12:49:54.220,2024-07-10 12:56:10.723,2024-07-10 12:56:49.520,2024-07-10 13:08:40.550,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"PO 700, SRTVN, Asa Norte, Brasilia, DF","VIA W. CINCO NORTE, ASA NORTE, BRASILIA - DF, 70790-010, BRASIL",-15.77097,-47.87113,-15.78456,-47.88949,-15.78401,-47.89068,,,,,2023,2024,,SSF-**10,,
TAXIGOV_DF_ENTIDADES,1360067,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,22.42,22.628,82.95,2024-07-10 12:47:02.627,2024-07-10 12:47:17.287,2024-07-10 12:50:30.990,2024-07-10 12:51:44.393,2024-07-10 13:13:32.633,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"Hospital Regional de Sobradinho, Q 12, Brasilia, Distrito Federal","RUA CINCO, SOBRADINHO - DF, 73010-508, BRASIL",-15.77171,-47.87302,-15.64827,-47.79261,-15.6494,-47.79285,,,,VIRTUS,2024,2024,BRANCA,SSH-**20,,
TAXIGOV_DF_3,1360050,Advocacia-Geral da União,46,DIRETA,ACS/GAB/AGU,,CONCLUÍDA,Reunião,,2.79,3.179,10.83,2024-07-10 12:40:54.450,2024-07-10 12:41:01.220,2024-07-10 12:44:06.513,2024-07-10 12:45:51.850,2024-07-10 12:51:43.150,,PALACIO DO PLANALTO,,BRASILIA,DF,"AGU - Advocacia-Geral da Uniao, SAUS Qd. 3, Lt. 5/6, ASA SUL, BRASILIA, DF","AGU - Advocacia-Geral da Uniao, SAUS Qd. 3, Lt. 5/6, ASA SUL, BRASILIA, DF",-15.79905,-47.86077,-15.80235,-47.88043,-15.80279,-47.88043,,,,,2021,2022,,RET-**80,,
TAXIGOV_DF_3,1360046,Ministério da Saúde,304,DIRETA,CGSB/DESF/SAPS/MS,,CONCLUÍDA,Reunião,,5.44,5.022,21.11,2024-07-10 12:37:22.270,2024-07-10 12:40:14.477,2024-07-10 12:45:30.107,2024-07-10 12:45:51.837,2024-07-10 12:54:08.383,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.77097,-47.87113,-15.802,-47.86917,-15.80163,-47.86923,,,,,2019,2019,,PBP-**59,,
TAXIGOV_DF_3,1360043,Ministério da Saúde,304,DIRETA,GAB/SE/MS,,CONCLUÍDA,Reunião,,1.69,1.305,7.76,2024-07-10 12:36:18.963,2024-07-10 12:36:32.467,2024-07-10 12:40:11.437,2024-07-10 12:40:20.693,2024-07-10 12:43:56.750,,PALACIO DO PLANALTO,,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.79905,-47.86077,-15.80024,-47.86838,-15.80029,-47.86832,,,,,2020,2020,,QXT-**92,,
TAXIGOV_DF_ENTIDADES,1360039,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,32.25,30.751,119.33,2024-07-10 12:34:25.613,2024-07-10 12:34:42.387,2024-07-10 12:39:47.690,2024-07-10 12:41:50.183,2024-07-10 13:17:12.993,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"Hospital Regional de Ceilandia, Brasilia, Distrito Federal","Hospital Regional de Ceilandia, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.81533,-48.09638,-15.816,-48.09645,,,,COROLLA,2023,2023,BRANCA,SGT-**48,,
TAXIGOV_DF_3,1360038,Ministério da Saúde,304,DIRETA,DPNI,,CONCLUÍDA,Reunião,,6.58,5.507,25.53,2024-07-10 12:33:57.723,2024-07-10 12:34:08.790,2024-07-10 12:41:32.953,2024-07-10 12:43:41.437,2024-07-10 12:55:40.407,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"Edificio PO 700, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal","Edificio PO 700, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal",-15.77097,-47.87113,-15.78364,-47.89034,-15.78444,-47.89047,,,,,2019,20,,PBY-**66,,
TAXIGOV_DF_3,1360036,Ministério da Saúde,304,DIRETA,GM/MS,,CONCLUÍDA,Reunião,,2.93,3.033,11.37,2024-07-10 12:33:50.320,2024-07-10 12:33:57.890,2024-07-10 12:37:55.583,2024-07-10 12:38:02.510,2024-07-10 12:46:41.517,,SGAN,BRASILIA,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78247,-47.86823,-15.80024,-47.86838,-15.80006,-47.86821,,,,,2022,2023,,SGQ-**06,,
TAXIGOV_DF_ENTIDADES,1360035,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,4.43,4.543,16.39,2024-07-10 12:32:15.983,2024-07-10 12:32:22.973,2024-07-10 12:32:35.527,2024-07-10 12:35:13.423,2024-07-10 12:46:33.433,,"QR 402,",SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,DF,"QR 308 CONJUNTO 11, CASA 11 - SAMAMBAIA SUL SAMAMBAIA","QUADRA QR 508 CONJUNTO 11, QDR508 CJ 11 LT10, SAMAMBAIA - DF, 72312-314, BRASIL",-15.86646,-48.08911,-15.8773,-48.07482,-15.88487,-48.07386,,,,COROLLA,2024,2024,PRATA,SSH-**37,,
TAXIGOV_DF_3,1360032,Ministério da Educação,244,DIRETA,ASSCER/GM,,CONCLUÍDA,Reunião,,2.14,2.137,8.3,2024-07-10 12:29:30.577,2024-07-10 13:21:00.660,2024-07-10 13:28:13.317,2024-07-10 13:28:30.883,2024-07-10 13:34:34.203,,MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.79501,-47.87305,-15.79905,-47.86077,-15.79928,-47.86179,,,,,2022,2023,,SGQ-**49,,
TAXIGOV_DF_3,1360027,Ministério da Saúde,304,DIRETA,GAB/SGTES,,CONCLUÍDA,Reunião,,15.14,15.101,58.74,2024-07-10 12:26:02.080,2024-07-10 12:26:12.090,2024-07-10 12:35:34.060,2024-07-10 12:36:23.197,2024-07-10 12:56:01.763,,"AER. INTERNACIONAL DE BRASILIA, S/N",SETOR DE HABITACOES INDIVIDUAIS SUL,LAGO SUL,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.87019,-47.9204,-15.78407,-47.89045,-15.78414,-47.89044,,,,,2024,2024,,SSL-**29,,
TAXIGOV_DF_3,1360022,Presidência da República,26,DIRETA,SNPS/SG/PR,,CONCLUÍDA,Reunião,,5.05,5.139,19.59,2024-07-10 12:24:12.437,2024-07-10 12:24:26.220,2024-07-10 12:30:23.240,2024-07-10 12:30:50.657,2024-07-10 12:38:18.997,,SEN,ASA NORTE,BRASILIA,DF,"Presidencia da Republica - Anexo I, Brasilia, Brasilia, Brasilia, DF","Presidencia da Republica - Anexo I, Brasilia, Brasilia, Brasilia, DF",-15.78274,-47.86835,-15.79944,-47.85939,-15.79974,-47.85934,,,,,2021,2022,,RET-**80,,
TAXIGOV_DF_3,1360021,Ministério da Saúde,304,DIRETA,DECOOP,,CANCELADA,Reunião,,,,,2024-07-10 12:23:15.193,2024-07-10 12:25:39.107,,2024-07-10 12:25:39.107,2024-07-10 12:25:52.030,2024-07-10 12:25:52.030,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal",,-15.80055,-47.86855,-15.83033,-47.93057,,,,,,,2024,2024,,SSK-**27,,
TAXIGOV_DF_ENTIDADES,1360020,Agência Nacional de Transportes Aquaviários,54843,INDIRETA,SGE/ANTAQ,,CONCLUÍDA,Reunião,,9.78,9.699,36.19,2024-07-10 12:22:57.143,2024-07-10 14:20:13.220,2024-07-10 14:26:07.183,2024-07-10 14:31:03.503,2024-07-10 14:45:51.540,,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,ASA NORTE,BRASILIA,DF,"Camara dos Deputados Anexo IV, Anexo IV, Brasilia, DF","Camara dos Deputados Anexo IV, Anexo IV, Brasilia, DF",-15.74526,-47.89653,-15.80264,-47.86511,-15.80202,-47.86515,,,,COROLLA,2019,2020,PRETA,PBV-**72,,
TAXIGOV_DF_3,1360017,Ministério das Comunicações,264359,DIRETA,CGCE/MCOM,,CONCLUÍDA,Outros,,4.84,4.87,18.78,2024-07-10 12:21:36.240,2024-07-10 12:23:04.060,2024-07-10 12:34:24.647,2024-07-10 12:35:04.000,2024-07-10 12:41:45.603,,BRASILIA PALACE HOTEL,ASA NORTE,BRASILIA,DF,"Ministerio das Comunicacoes e dos Transportes, Brasilia, Distrito Federal","Ministerio das Comunicacoes e dos Transportes, Brasilia, Distrito Federal",-15.78832,-47.83075,-15.79691,-47.86715,-15.79688,-47.86693,,,,,2023,2024,,SGV-**43,,
TAXIGOV_DF_ENTIDADES,1360013,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,1.55,1.088,7.4,2024-07-10 12:18:35.617,2024-07-10 12:18:42.677,2024-07-10 12:18:57.500,2024-07-10 12:19:08.907,2024-07-10 12:29:22.613,,"QR 401,",SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,DF,"QR 402, - SAMAMBAIA NORTE SAMAMBAIA","QUADRA QR 402 CONJUNTO 10, 13, SAMAMBAIA - DF, 72318-010, BRASIL",-15.86892,-48.09392,-15.86646,-48.08911,-15.86806,-48.08976,,,,COROLLA,2024,2024,PRATA,SSH-**37,,
TAXIGOV_DF_ENTIDADES,1360006,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Reunião,,5.9,4.851,22.07,2024-07-10 12:15:21.967,2024-07-10 12:30:33.937,2024-07-10 12:36:39.163,2024-07-10 12:37:15.733,2024-07-10 12:45:48.787,,SCES TRECHO 2,PA 4,BRASILIA,DF,"Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF","Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF",-15.81722,-47.86786,-15.80308,-47.88529,-15.80345,-47.88503,,,,VIRTUS,2024,2024,PRETA,SSI-**69,,
TAXIGOV_DF_3,1360005,Ministério das Comunicações,264359,DIRETA,CGCE/MCOM,,CANCELADA,Reunião,,,,7.76,2024-07-10 12:15:20.570,2024-07-10 12:21:20.480,,2024-07-10 12:21:20.480,2024-07-10 12:21:30.190,2024-07-10 12:21:30.190,BRASILIA PALACE HOTEL,ASA NORTE,BRASILIA,DF,"Ministerio das Comunicacoes e dos Transportes, Brasilia, Distrito Federal",,-15.78832,-47.83075,-15.79691,-47.86715,,,,,,,2023,2024,,SGV-**43,,
TAXIGOV_DF_3,1359993,Presidência da República,26,DIRETA,SNJ/SG/PR,,CONCLUÍDA,Reunião,,11.51,11.57,44.66,2024-07-10 12:10:35.843,2024-07-10 12:11:00.423,2024-07-10 12:20:09.960,2024-07-10 12:20:28.123,2024-07-10 12:36:50.167,,"SPO. 15,",BRASILIA,BRASILIA,DF,"Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal","Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal",-15.83052,-47.93145,-15.79967,-47.85931,-15.79979,-47.8597,,,,,2018,2019,,PBK-**34,,
TAXIGOV_DF_3,1359987,Ministério da Saúde,304,DIRETA,DGAP,,CONCLUÍDA,Reunião,,4.69,4.481,18.2,2024-07-10 12:07:49.807,2024-07-10 12:08:10.050,2024-07-10 12:13:36.743,2024-07-10 12:14:01.837,2024-07-10 12:26:30.213,,SRTVN,ASA NORTE,BRASILIA,DF,"Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, DF","Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, DF",-15.78456,-47.88949,-15.80181,-47.86856,-15.80161,-47.86919,,,,,2019,2020,,REF-**82,,
TAXIGOV_DF_ENTIDADES,1359983,Agência Espacial Brasileira,4243,INDIRETA,DPEI/AEB,,CONCLUÍDA,Reunião,,24.83,23.585,92.12,2024-07-10 12:07:11.420,2024-07-10 12:47:46.390,2024-07-10 13:03:28.473,2024-07-10 13:16:02.370,2024-07-10 13:45:04.343,,"DF-001, KM 27",JARDIM BOTANICO,BRASILIA,DF,"AEB Agencia Espacial Brasileira, Brasilia, DF","AEB Agencia Espacial Brasileira, Brasilia, DF",-15.86728,-47.82376,-15.81587,-47.94311,-15.81586,-47.94311,,,,SIENA,2018,2019,PRATA,PBO-**89,,
TAXIGOV_DF_3,1359980,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.14,10.09,39.34,2024-07-10 12:06:02.513,2024-07-10 12:06:26.290,2024-07-10 12:12:01.020,2024-07-10 12:12:05.850,2024-07-10 12:28:48.410,,SAAN QUADRA 1,SAAN,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF",-15.76826,-47.93901,-15.80123,-47.86757,-15.80129,-47.86753,,,,,2018,2019,,PBN-**94,,
TAXIGOV_DF_3,1359963,Ministério da Saúde,304,DIRETA,CGSH/SAES/MS,,CONCLUÍDA,Reunião,,4.12,4.135,15.99,2024-07-10 12:01:03.350,2024-07-10 12:02:28.780,2024-07-10 12:03:21.617,2024-07-10 12:04:15.193,2024-07-10 12:14:05.227,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF","PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF",-15.80024,-47.86838,-15.78354,-47.8903,-15.7842,-47.89048,,,,,2021,2022,,RES-**04,,
TAXIGOV_DF_ENTIDADES,1359955,Fundação Nacional do Índio,173,INDIRETA,SETEP/FUNAI,,CONCLUÍDA,Reunião,,24.88,25.115,88.32,2024-07-10 11:58:27.953,2024-07-10 11:58:39.897,2024-07-10 12:03:21.370,2024-07-10 12:03:38.323,2024-07-10 12:25:20.280,,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Centro de Formacao em Politica Indigenista - FUNAI, Q 2 Q 3, Sobradinho, Brasilia, DF","Centro de Formacao em Politica Indigenista - FUNAI, Q 2 Q 3, Sobradinho, Brasilia, DF",-15.7951,-47.89345,-15.65223,-47.81456,-15.65231,-47.81411,,,,SPIN,2023,2023,BRANCA,SGS-**72,,
